ma_don,ma_kh,san_pham,danh_muc,so_luong,don_gia,ngay_dat,khu_vuc
D04527,KH12,Tai nghe,Dien tu,2,41.5,2024-09-05,Bac
D04528,KH02,Noi com dien,Gia dung,10,49.9,2024-04-19,Bac
D04529,KH15,Giay the thao,Thoi trang,3,61.3,2024-03-10,Bac
D04530,KH10,May xay,Gia dung,9,41.1,2024-06-03,Bac
D04531,KH17,Noi com dien,Gia dung,1,55.6,2024-09-10,Bac
D04532,KH25,Sach Spark,Sach,5,25.3,2024-12-02,Bac
D04533,KH38,Sach Spark,Sach,8,22.6,2024-09-14,Bac
D04534,KH28,May xay,Gia dung,8,43.4,2024-05-25,Bac
D04535,KH13,Quan jean,Thoi trang,4,37.2,2024-10-08,Nam
D04536,KH21,Sach Python,Sach,6,19.8,2024-04-29,Nam
D04537,KH24,Ao thun,Thoi trang,5,13.5,2024-03-05,Nam
D04538,KH17,May xay,Gia dung,1,43.3,2024-05-30,Trung
D04539,KH22,Sach Spark,Sach,2,24.2,2024-10-04,Trung
D04540,KH16,Giay the thao,Thoi trang,4,57.4,2024-04-30,Nam
D04541,KH08,Sach Spark,Sach,6,23.9,2024-11-19,Nam
D04542,KH36,Noi com dien,Gia dung,11,50.8,2024-10-08,Bac
D04543,KH27,Laptop,Dien tu,3,1456.9,2024-11-03,Bac
D04544,KH30,May xay,Gia dung,5,40.6,2024-05-13,Nam
D04545,KH16,Sach Spark,Sach,1,22.5,2024-10-27,Nam
D04546,KH01,Quan jean,Thoi trang,10,36.7,2024-11-20,Nam
D04547,KH03,Laptop,Dien tu,2,1549.2,2024-07-16,Nam
D04548,KH02,Noi com dien,Gia dung,10,54.8,2024-09-22,Bac
D04549,KH12,Dien thoai,Dien tu,2,744.4,2024-10-03,Nam
D04550,KH32,Noi com dien,Gia dung,1,55.3,2024-10-09,Bac
D04551,KH20,Noi com dien,Gia dung,7,54.6,2024-06-23,Bac
D04552,KH16,Dien thoai,Dien tu,1,855.8,2024-10-30,Trung
D04553,KH34,Laptop,Dien tu,3,1596.9,2024-09-20,Bac
D04554,KH26,Noi com dien,Gia dung,11,51.8,2025-02-21,Nam
D04555,KH09,Dien thoai,Dien tu,1,869.2,2024-07-08,Nam
D04556,KH31,Noi com dien,Gia dung,2,51.2,2024-08-07,Trung
D04557,KH13,Ao thun,Thoi trang,9,12.0,2024-04-08,Nam
D04558,KH19,Dien thoai,Dien tu,1,871.9,2024-06-23,Nam
D04559,KH19,Noi com dien,Gia dung,6,58.4,2024-12-26,Nam
D04560,KH19,Sach Spark,Sach,9,25.0,2024-04-16,Bac
D04561,KH26,Tai nghe,Dien tu,2,48.2,2025-02-16,Bac
D04562,KH30,Sach Spark,Sach,5,25.9,2024-08-16,Nam
D04563,KH23,Tai nghe,Dien tu,2,45.8,2024-04-16,Nam
D04564,KH14,Noi com dien,Gia dung,10,53.1,2024-10-16,Bac
D04565,KH34,Laptop,Dien tu,2,1583.0,2024-09-24,Bac
D04566,KH21,Laptop,Dien tu,2,1525.5,2024-04-22,Nam
D04567,KH09,Giay the thao,Thoi trang,6,64.3,2024-07-11,Bac
D04568,KH09,Tai nghe,Dien tu,3,42.9,2024-06-02,Bac
D04569,KH19,Sach Spark,Sach,6,25.0,2024-11-30,Nam
D04570,KH04,Dien thoai,Dien tu,3,750.7,2025-02-11,Bac
D04571,KH16,Laptop,Dien tu,2,1631.5,2025-02-12,Bac
D04572,KH35,Giay the thao,Thoi trang,6,57.9,2024-04-14,Nam
D04573,KH03,Dien thoai,Dien tu,1,843.3,2024-04-02,Nam
D04574,KH08,Dien thoai,Dien tu,1,805.7,2024-12-10,Trung
D04575,KH09,Sach Python,Sach,4,20.0,2024-05-23,Bac
D04576,KH38,Sach Python,Sach,10,21.6,2024-05-15,Nam
D04577,KH35,Dien thoai,Dien tu,2,770.1,2024-05-03,Trung
D04578,KH23,Sach Spark,Sach,2,25.1,2024-11-04,Nam
D04579,KH38,Giay the thao,Thoi trang,3,57.6,2024-09-14,Bac
D04580,KH33,Ao thun,Thoi trang,11,12.7,2025-01-07,Nam
D04581,KH30,Tai nghe,Dien tu,3,42.2,2024-04-05,Nam
D04582,KH22,Sach Python,Sach,11,21.5,2024-12-31,Bac
D04583,KH02,Tai nghe,Dien tu,2,48.4,2024-08-29,Nam
D04584,KH15,Laptop,Dien tu,1,1628.6,2024-10-20,Trung
D04585,KH07,Laptop,Dien tu,3,1635.8,2024-03-15,Nam
D04586,KH30,Sach Spark,Sach,10,26.0,2025-01-11,Nam
D04587,KH37,Noi com dien,Gia dung,5,49.9,2024-10-17,Trung
D04588,KH17,Giay the thao,Thoi trang,1,60.9,2024-11-18,Nam
D04589,KH07,Quan jean,Thoi trang,6,36.0,2024-09-22,Bac
D04590,KH18,Ao thun,Thoi trang,4,11.9,2024-05-25,Nam
D04591,KH11,Dien thoai,Dien tu,2,727.0,2024-05-17,Bac
D04592,KH19,May xay,Gia dung,10,42.2,2025-02-28,Nam
D04593,KH18,Quan jean,Thoi trang,10,35.3,2024-04-19,Nam
D04594,KH34,Noi com dien,Gia dung,9,57.7,2024-05-18,Bac
D04595,KH17,Laptop,Dien tu,1,1605.1,2025-01-15,Nam
D04596,KH40,Giay the thao,Thoi trang,6,59.9,2024-09-28,Trung
D04597,KH02,Laptop,Dien tu,1,1550.5,2024-03-06,Nam
D04598,KH14,Tai nghe,Dien tu,3,48.7,2024-04-30,Bac
D04599,KH38,Noi com dien,Gia dung,1,56.4,2024-12-20,Bac
D04600,KH07,Tai nghe,Dien tu,2,42.9,2024-11-13,Nam
D04601,KH16,Sach Python,Sach,8,18.9,2025-01-03,Trung
D04602,KH36,Laptop,Dien tu,3,1554.4,2024-03-13,Nam
D04603,KH21,Ao thun,Thoi trang,3,13.3,2024-10-11,Nam
D04604,KH07,Dien thoai,Dien tu,1,731.2,2025-02-26,Trung
D04605,KH23,Giay the thao,Thoi trang,8,64.0,2024-06-10,Nam
D04606,KH08,Quan jean,Thoi trang,9,35.1,2024-03-15,Nam
D04607,KH35,Ao thun,Thoi trang,4,12.1,2024-10-12,Bac
D04608,KH40,Quan jean,Thoi trang,3,38.0,2024-11-23,Bac
D04609,KH09,Dien thoai,Dien tu,1,768.5,2024-08-22,Nam
D04610,KH16,Quan jean,Thoi trang,9,33.9,2024-08-21,Bac
D04611,KH15,Sach Python,Sach,3,18.9,2024-09-13,Nam
D04612,KH02,Giay the thao,Thoi trang,3,62.9,2024-07-26,Bac
D04613,KH20,Sach Spark,Sach,3,26.0,2024-06-07,Trung
D04614,KH14,Ao thun,Thoi trang,9,12.3,2024-07-15,Nam
D04615,KH05,Ao thun,Thoi trang,3,13.3,2024-03-22,Nam
D04616,KH08,Ao thun,Thoi trang,9,11.7,2024-12-27,Bac
D04617,KH28,May xay,Gia dung,3,37.3,2024-05-22,Bac
D04618,KH07,Sach Spark,Sach,9,26.8,2025-01-22,Nam
D04619,KH40,Noi com dien,Gia dung,1,51.5,2024-03-21,Bac
D04620,KH12,Noi com dien,Gia dung,2,55.8,2024-03-06,Bac
D04621,KH35,May xay,Gia dung,9,38.1,2024-11-12,Bac
D04622,KH22,Laptop,Dien tu,2,1408.8,2024-12-16,Nam
D04623,KH27,Tai nghe,Dien tu,2,45.4,2024-03-09,Trung
D04624,KH38,Sach Python,Sach,3,21.1,2024-10-31,Bac
D04625,KH38,Quan jean,Thoi trang,3,37.1,2024-10-11,Trung
D04626,KH32,Ao thun,Thoi trang,6,11.9,2025-01-19,Bac
D04627,KH02,Quan jean,Thoi trang,11,36.9,2025-01-29,Nam
D04628,KH25,Laptop,Dien tu,1,1568.4,2025-02-26,Bac
D04629,KH30,Giay the thao,Thoi trang,10,58.4,2024-12-26,Bac
D04630,KH02,Sach Spark,Sach,9,24.4,2025-01-26,Trung
D04631,KH23,Giay the thao,Thoi trang,5,57.8,2024-08-03,Nam
D04632,KH20,Tai nghe,Dien tu,3,48.0,2024-10-05,Nam
D04633,KH18,Giay the thao,Thoi trang,2,55.1,2025-02-22,Bac
D04634,KH04,Noi com dien,Gia dung,9,53.1,2024-06-22,Bac
D04635,KH39,Ao thun,Thoi trang,4,13.0,2024-10-08,Nam
D04636,KH05,May xay,Gia dung,7,36.3,2024-03-04,Nam
D04637,KH21,Laptop,Dien tu,2,1558.4,2024-11-20,Bac
D04638,KH40,Laptop,Dien tu,1,1544.0,2025-02-25,Nam
D04639,KH11,Noi com dien,Gia dung,4,51.3,2024-11-12,Bac
D04640,KH17,Laptop,Dien tu,2,1568.2,2024-09-12,Trung
D04641,KH33,Tai nghe,Dien tu,1,44.2,2024-03-03,Nam
D04642,KH28,Noi com dien,Gia dung,1,51.2,2024-05-04,Bac
D04643,KH30,Sach Spark,Sach,11,25.5,2024-07-06,Nam
D04644,KH11,Sach Spark,Sach,4,22.9,2024-11-22,Bac
D04645,KH14,Quan jean,Thoi trang,7,34.6,2024-12-03,Nam
D04646,KH05,Sach Spark,Sach,5,23.2,2024-11-13,Nam
D04647,KH04,Quan jean,Thoi trang,8,37.4,2024-04-21,Bac
D04648,KH09,Quan jean,Thoi trang,11,33.4,2024-10-30,Bac
D04649,KH15,Laptop,Dien tu,1,1465.5,2024-09-29,Bac
D04650,KH33,Ao thun,Thoi trang,10,12.8,2024-05-06,Trung
D04651,KH06,Giay the thao,Thoi trang,10,55.9,2025-01-28,Bac
D04652,KH24,Giay the thao,Thoi trang,3,62.8,2024-12-03,Nam
D04653,KH27,Ao thun,Thoi trang,1,12.3,2024-09-28,Nam
D04654,KH28,Sach Spark,Sach,6,26.2,2024-08-31,Bac
D04655,KH12,Dien thoai,Dien tu,3,745.4,2025-01-09,Nam
D04656,KH13,May xay,Gia dung,5,40.1,2024-09-02,Trung
D04657,KH36,Sach Spark,Sach,10,25.5,2025-02-09,Nam
D04658,KH10,Dien thoai,Dien tu,1,795.2,2024-07-03,Bac
D04659,KH06,Ao thun,Thoi trang,7,13.2,2024-06-23,Bac
D04660,KH21,Noi com dien,Gia dung,3,52.9,2024-03-29,Nam
D04661,KH28,Sach Spark,Sach,5,27.4,2024-05-13,Nam
D04662,KH33,Ao thun,Thoi trang,11,13.4,2024-10-16,Nam
D04663,KH08,May xay,Gia dung,5,41.0,2024-03-05,Nam
D04664,KH05,Sach Python,Sach,7,18.3,2024-07-13,Bac
D04665,KH10,Laptop,Dien tu,2,1471.1,2024-10-06,Nam
D04666,KH33,Quan jean,Thoi trang,10,32.0,2024-08-08,Nam
D04667,KH37,Noi com dien,Gia dung,8,49.9,2024-11-02,Bac
D04668,KH13,Tai nghe,Dien tu,3,45.0,2024-04-20,Nam
D04669,KH39,Quan jean,Thoi trang,4,36.7,2024-11-28,Bac
D04670,KH12,Dien thoai,Dien tu,2,856.9,2024-08-25,Trung
D04671,KH19,Dien thoai,Dien tu,3,832.7,2025-02-25,Nam
D04672,KH15,Sach Spark,Sach,2,24.3,2024-08-08,Nam
D04673,KH33,Ao thun,Thoi trang,2,11.7,2024-11-30,Bac
D04674,KH36,Sach Python,Sach,9,20.9,2024-03-31,Trung
D04675,KH05,Ao thun,Thoi trang,11,12.2,2024-03-17,Bac
D04676,KH29,Dien thoai,Dien tu,3,835.4,2024-03-16,Nam
D04677,KH23,Quan jean,Thoi trang,7,35.0,2024-03-24,Trung
D04678,KH38,Laptop,Dien tu,2,1644.1,2024-05-12,Bac
D04679,KH39,Ao thun,Thoi trang,3,11.3,2024-07-16,Trung
D04680,KH04,Dien thoai,Dien tu,1,765.0,2024-08-23,Trung
D04681,KH28,Giay the thao,Thoi trang,5,65.8,2025-01-27,Nam
D04682,KH06,Quan jean,Thoi trang,9,36.7,2024-12-07,Nam
D04683,KH10,Sach Python,Sach,5,18.9,2024-10-02,Trung
D04684,KH11,Laptop,Dien tu,1,1431.2,2024-10-20,Nam
D04685,KH32,Laptop,Dien tu,1,1480.2,2024-09-18,Bac
D04686,KH17,Giay the thao,Thoi trang,4,60.2,2024-12-12,Nam
D04687,KH29,Dien thoai,Dien tu,2,875.2,2024-08-19,Bac
D04688,KH38,May xay,Gia dung,4,38.1,2024-10-13,Nam
D04689,KH03,Sach Python,Sach,4,19.1,2024-05-31,Trung
D04690,KH13,May xay,Gia dung,7,40.4,2024-12-21,Bac
D04691,KH07,Quan jean,Thoi trang,1,34.9,2024-10-23,Nam
D04692,KH22,Tai nghe,Dien tu,2,45.4,2025-01-15,Trung
D04693,KH13,May xay,Gia dung,7,42.3,2024-10-30,Bac
D04694,KH01,Laptop,Dien tu,3,1425.4,2024-12-14,Bac
D04695,KH03,Sach Spark,Sach,1,25.1,2025-02-20,Bac
D04696,KH14,Dien thoai,Dien tu,2,735.7,2024-04-04,Bac
D04697,KH36,Laptop,Dien tu,3,1432.3,2024-07-09,Trung
D04698,KH18,Giay the thao,Thoi trang,11,62.2,2024-03-18,Bac
D04699,KH26,Ao thun,Thoi trang,5,12.7,2024-06-03,Bac
D04700,KH27,Giay the thao,Thoi trang,1,60.0,2025-01-01,Bac
D04701,KH23,Quan jean,Thoi trang,1,38.4,2024-07-31,Trung
D04702,KH37,Dien thoai,Dien tu,3,877.1,2024-09-17,Trung
D04703,KH20,Dien thoai,Dien tu,2,808.3,2024-04-07,Trung
D04704,KH19,Quan jean,Thoi trang,3,35.6,2025-01-09,Bac
D04705,KH36,Quan jean,Thoi trang,9,37.0,2024-11-11,Nam
D04706,KH37,Noi com dien,Gia dung,9,55.0,2024-04-11,Trung
D04707,KH31,Quan jean,Thoi trang,1,35.4,2024-07-21,Bac
D04708,KH02,Giay the thao,Thoi trang,4,60.6,2024-04-19,Nam
D04709,KH12,Dien thoai,Dien tu,2,722.1,2024-11-17,Trung
D04710,KH04,Ao thun,Thoi trang,10,11.6,2024-04-05,Nam
D04711,KH13,Quan jean,Thoi trang,4,32.9,2024-08-16,Nam
D04712,KH36,Tai nghe,Dien tu,3,42.7,2024-07-25,Bac
D04713,KH28,May xay,Gia dung,4,38.6,2025-01-31,Trung
D04714,KH32,Quan jean,Thoi trang,3,36.8,2025-02-22,Nam
D04715,KH22,Sach Spark,Sach,7,25.6,2024-08-30,Nam
D04716,KH15,Giay the thao,Thoi trang,3,58.7,2024-07-27,Bac
D04717,KH25,Quan jean,Thoi trang,7,36.9,2025-02-28,Trung
D04718,KH22,Tai nghe,Dien tu,3,45.9,2024-09-25,Nam
D04719,KH23,May xay,Gia dung,6,40.2,2024-10-24,Bac
D04720,KH07,Noi com dien,Gia dung,6,55.8,2024-03-17,Nam
D04721,KH06,Quan jean,Thoi trang,8,34.6,2024-09-01,Bac
D04722,KH04,Laptop,Dien tu,3,1363.2,2025-01-11,Nam
D04723,KH23,May xay,Gia dung,10,36.3,2025-02-07,Nam
D04724,KH26,Quan jean,Thoi trang,5,32.4,2024-11-02,Trung
D04725,KH06,Dien thoai,Dien tu,2,823.3,2024-09-20,Bac
D04726,KH30,Ao thun,Thoi trang,7,13.0,2025-02-03,Nam
D04727,KH16,Ao thun,Thoi trang,7,11.7,2024-09-18,Bac
D04728,KH37,Laptop,Dien tu,3,1398.7,2025-01-06,Bac
D04729,KH09,Dien thoai,Dien tu,1,790.4,2024-12-04,Nam
D04730,KH14,Giay the thao,Thoi trang,2,55.4,2024-07-28,Nam
D04731,KH20,Sach Python,Sach,9,21.5,2024-11-10,Trung
D04732,KH02,Tai nghe,Dien tu,2,41.5,2025-01-30,Bac
D04733,KH01,Giay the thao,Thoi trang,5,61.4,2024-08-02,Nam
D04734,KH03,Dien thoai,Dien tu,2,723.3,2025-01-24,Bac
D04735,KH21,Giay the thao,Thoi trang,2,55.6,2024-07-21,Bac
D04736,KH34,Quan jean,Thoi trang,6,38.2,2024-09-14,Bac
D04737,KH03,Dien thoai,Dien tu,2,866.9,2024-05-24,Nam
D04738,KH18,Ao thun,Thoi trang,1,13.0,2024-10-16,Bac
D04739,KH19,Tai nghe,Dien tu,1,42.9,2024-10-25,Trung
D04740,KH20,Ao thun,Thoi trang,6,13.1,2024-08-24,Bac
D04741,KH19,Quan jean,Thoi trang,2,35.4,2024-09-28,Nam
D04742,KH21,Sach Spark,Sach,7,22.7,2025-02-01,Nam
D04743,KH33,Noi com dien,Gia dung,7,54.3,2024-09-03,Bac
D04744,KH12,May xay,Gia dung,4,42.4,2024-11-12,Bac
D04745,KH18,Dien thoai,Dien tu,3,723.7,2024-08-12,Bac
D04746,KH27,Noi com dien,Gia dung,1,59.2,2024-04-18,Bac
D04747,KH37,Sach Python,Sach,5,21.9,2024-03-22,Bac
D04748,KH29,May xay,Gia dung,11,39.5,2025-01-15,Nam
D04749,KH39,Giay the thao,Thoi trang,2,59.4,2024-10-11,Nam
D04750,KH03,Tai nghe,Dien tu,3,48.6,2024-03-17,Bac
D04751,KH12,Noi com dien,Gia dung,11,49.9,2024-10-12,Nam
D04752,KH28,Ao thun,Thoi trang,11,11.9,2024-06-22,Trung
D04753,KH30,May xay,Gia dung,9,41.9,2024-08-27,Bac
D04754,KH16,Tai nghe,Dien tu,1,42.1,2024-05-29,Nam
D04755,KH03,Sach Python,Sach,4,20.4,2024-08-16,Bac
D04756,KH16,Noi com dien,Gia dung,6,53.4,2025-02-26,Bac
D04757,KH13,Laptop,Dien tu,2,1466.4,2024-06-22,Bac
D04758,KH15,May xay,Gia dung,10,37.1,2024-04-23,Bac
D04759,KH04,Sach Spark,Sach,1,24.9,2024-06-11,Bac
D04760,KH15,Laptop,Dien tu,2,1546.3,2024-04-24,Trung
D04761,KH14,Sach Spark,Sach,3,24.6,2024-08-17,Nam
D04762,KH26,Sach Python,Sach,4,20.5,2024-06-09,Nam
D04763,KH27,Laptop,Dien tu,1,1364.8,2024-05-12,Bac
D04764,KH28,Ao thun,Thoi trang,6,13.0,2025-01-08,Nam
D04765,KH11,Noi com dien,Gia dung,6,55.0,2025-01-30,Bac
D04766,KH38,Ao thun,Thoi trang,8,13.1,2024-08-23,Bac
D04767,KH20,Tai nghe,Dien tu,3,47.4,2024-05-18,Nam
D04768,KH12,Quan jean,Thoi trang,11,34.1,2024-10-01,Nam
D04769,KH37,Sach Spark,Sach,9,23.4,2025-02-04,Trung
D04770,KH13,Sach Spark,Sach,7,24.3,2024-07-06,Bac
D04771,KH09,Tai nghe,Dien tu,2,46.9,2024-07-02,Nam
D04772,KH35,Quan jean,Thoi trang,2,38.2,2024-12-26,Bac
D04773,KH36,Tai nghe,Dien tu,3,47.2,2025-02-04,Trung
D04774,KH07,Ao thun,Thoi trang,3,12.7,2024-03-03,Nam
D04775,KH11,Quan jean,Thoi trang,10,36.8,2024-09-10,Nam
D04776,KH08,Giay the thao,Thoi trang,4,59.2,2024-06-26,Trung
D04777,KH02,Tai nghe,Dien tu,1,45.0,2024-03-22,Trung
D04778,KH06,Laptop,Dien tu,3,1546.3,2024-03-31,Nam
D04779,KH01,Sach Spark,Sach,2,23.7,2024-05-16,Bac
D04780,KH06,Sach Python,Sach,8,20.5,2024-08-14,Bac
D04781,KH08,Noi com dien,Gia dung,3,57.8,2024-04-20,Nam
D04782,KH22,Tai nghe,Dien tu,1,44.1,2024-04-22,Trung
D04783,KH17,Sach Spark,Sach,9,24.1,2024-06-07,Nam
D04784,KH11,Sach Spark,Sach,4,27.4,2024-06-07,Bac
D04785,KH06,Ao thun,Thoi trang,8,13.7,2025-02-14,Bac
D04786,KH07,Ao thun,Thoi trang,10,11.8,2024-12-28,Trung
D04787,KH24,Quan jean,Thoi trang,3,37.9,2025-01-18,Bac
D04788,KH16,May xay,Gia dung,4,37.2,2025-02-05,Bac
D04789,KH11,Dien thoai,Dien tu,3,810.3,2024-10-26,Nam
D04790,KH20,Laptop,Dien tu,1,1424.1,2024-12-30,Trung
D04791,KH01,Quan jean,Thoi trang,3,35.7,2025-01-05,Nam
D04792,KH10,Dien thoai,Dien tu,2,827.3,2024-08-30,Nam
D04793,KH40,Quan jean,Thoi trang,4,37.3,2024-04-17,Nam
D04794,KH25,Sach Spark,Sach,2,24.4,2024-04-13,Nam
D04795,KH03,May xay,Gia dung,1,36.9,2024-07-07,Bac
D04796,KH22,Laptop,Dien tu,1,1622.1,2024-12-20,Bac
D04797,KH05,Noi com dien,Gia dung,9,58.3,2024-06-15,Nam
D04798,KH29,Giay the thao,Thoi trang,6,54.9,2024-08-09,Nam
D04799,KH03,May xay,Gia dung,2,42.0,2025-02-01,Bac
D04800,KH09,Tai nghe,Dien tu,1,47.1,2024-07-01,Trung
D04801,KH39,May xay,Gia dung,7,44.0,2024-10-23,Nam
D04802,KH11,May xay,Gia dung,4,40.9,2024-10-18,Nam
D04803,KH27,Sach Python,Sach,5,20.3,2024-12-07,Trung
D04804,KH19,Sach Spark,Sach,3,24.3,2024-07-27,Bac
D04805,KH06,Giay the thao,Thoi trang,4,61.9,2024-06-01,Bac
D04806,KH25,Ao thun,Thoi trang,8,13.1,2024-04-08,Nam
D04807,KH37,May xay,Gia dung,10,42.6,2024-07-29,Nam
D04808,KH17,Laptop,Dien tu,3,1384.1,2024-09-09,Nam
D04809,KH34,Laptop,Dien tu,2,1447.8,2024-06-27,Bac
D04810,KH27,Noi com dien,Gia dung,9,54.0,2024-12-19,Trung
D04811,KH37,Sach Python,Sach,11,18.3,2024-07-15,Bac
D04812,KH28,Noi com dien,Gia dung,7,59.5,2024-11-04,Bac
D04813,KH32,Sach Python,Sach,10,18.6,2025-01-09,Nam
D04814,KH15,Ao thun,Thoi trang,7,11.3,2024-05-21,Nam
D04815,KH34,Sach Spark,Sach,11,24.0,2024-09-12,Bac
D04816,KH35,Ao thun,Thoi trang,4,13.7,2025-01-26,Nam
D04817,KH36,Sach Spark,Sach,6,25.4,2024-04-11,Nam
D04818,KH07,Tai nghe,Dien tu,2,42.8,2024-08-19,Bac
D04819,KH26,Ao thun,Thoi trang,7,11.9,2024-10-11,Nam
D04820,KH17,May xay,Gia dung,3,38.5,2024-07-14,Nam
D04821,KH33,Laptop,Dien tu,2,1529.5,2024-07-20,Bac
D04822,KH19,Tai nghe,Dien tu,1,48.6,2024-12-08,Bac
D04823,KH30,Noi com dien,Gia dung,8,59.8,2025-01-26,Bac
D04824,KH30,Sach Spark,Sach,8,23.1,2024-12-16,Trung
D04825,KH12,Quan jean,Thoi trang,3,35.7,2024-07-31,Nam
D04826,KH21,Sach Python,Sach,7,21.2,2024-10-21,Nam
D04827,KH26,May xay,Gia dung,2,38.7,2024-04-09,Bac
D04828,KH21,Noi com dien,Gia dung,1,50.4,2024-03-12,Nam
D04829,KH27,May xay,Gia dung,2,40.2,2024-09-23,Trung
D04830,KH22,Laptop,Dien tu,1,1404.3,2024-05-17,Trung
D04831,KH24,Sach Spark,Sach,3,23.6,2024-12-18,Nam
D04832,KH18,Giay the thao,Thoi trang,7,63.7,2024-03-17,Nam
D04833,KH17,May xay,Gia dung,2,37.5,2025-02-12,Bac
D04834,KH16,Quan jean,Thoi trang,7,33.0,2024-11-20,Nam
D04835,KH20,Ao thun,Thoi trang,2,12.9,2024-03-02,Bac
D04836,KH04,Tai nghe,Dien tu,3,44.0,2024-05-13,Bac
D04837,KH25,Laptop,Dien tu,2,1360.4,2024-04-14,Bac
D04838,KH09,Giay the thao,Thoi trang,10,59.9,2025-02-20,Bac
D04839,KH20,Tai nghe,Dien tu,3,45.8,2024-08-18,Bac
D04840,KH27,Quan jean,Thoi trang,11,38.4,2024-10-15,Trung
D04841,KH02,May xay,Gia dung,9,38.4,2025-01-20,Nam
D04842,KH36,May xay,Gia dung,3,41.7,2024-11-28,Nam
D04843,KH07,Laptop,Dien tu,3,1620.7,2024-12-19,Nam
D04844,KH03,Tai nghe,Dien tu,2,45.3,2024-07-12,Bac
D04845,KH28,Giay the thao,Thoi trang,6,65.2,2024-05-04,Bac
D04846,KH10,Tai nghe,Dien tu,2,45.1,2024-12-30,Bac
D04847,KH23,Quan jean,Thoi trang,9,35.6,2025-02-16,Nam
D04848,KH24,Tai nghe,Dien tu,3,41.8,2024-06-05,Bac
D04849,KH33,Quan jean,Thoi trang,1,38.2,2024-09-15,Nam
D04850,KH26,Laptop,Dien tu,3,1410.2,2024-06-28,Trung
D04851,KH04,Giay the thao,Thoi trang,8,63.7,2024-06-22,Nam
D04852,KH40,Ao thun,Thoi trang,8,13.3,2025-01-26,Nam
D04853,KH33,Noi com dien,Gia dung,4,58.5,2024-10-14,Trung
D04854,KH05,Sach Python,Sach,9,18.9,2024-08-07,Bac
D04855,KH15,Dien thoai,Dien tu,2,865.1,2024-05-22,Bac
D04856,KH40,Sach Spark,Sach,4,22.9,2024-07-10,Bac
D04857,KH16,Giay the thao,Thoi trang,4,59.4,2024-03-15,Nam
D04858,KH04,Dien thoai,Dien tu,1,728.6,2024-10-19,Bac
D04859,KH15,Noi com dien,Gia dung,2,56.6,2024-09-06,Bac
D04860,KH12,Ao thun,Thoi trang,2,12.8,2025-02-01,Bac
D04861,KH22,Quan jean,Thoi trang,1,36.2,2024-06-09,Nam
D04862,KH27,Quan jean,Thoi trang,5,34.5,2025-02-17,Bac
D04863,KH29,May xay,Gia dung,8,39.6,2024-05-20,Nam
D04864,KH30,Tai nghe,Dien tu,2,47.2,2024-10-16,Nam
D04865,KH05,Sach Python,Sach,4,20.7,2024-09-16,Bac
D04866,KH14,May xay,Gia dung,1,41.5,2024-04-15,Trung
D04867,KH30,Sach Spark,Sach,5,22.6,2024-12-10,Trung
D04868,KH06,Quan jean,Thoi trang,7,31.6,2024-04-16,Bac
D04869,KH36,Ao thun,Thoi trang,1,13.7,2024-06-25,Trung
D04870,KH34,Laptop,Dien tu,1,1437.2,2025-02-03,Bac
D04871,KH32,Laptop,Dien tu,2,1581.9,2024-07-06,Nam
D04872,KH27,Quan jean,Thoi trang,11,36.6,2024-08-23,Nam
D04873,KH14,Quan jean,Thoi trang,3,36.0,2024-05-19,Bac
D04874,KH39,Laptop,Dien tu,3,1443.5,2024-10-27,Bac
D04875,KH24,Sach Python,Sach,9,21.8,2024-06-25,Nam
D04876,KH36,Tai nghe,Dien tu,2,42.4,2025-01-09,Trung
D04877,KH33,Dien thoai,Dien tu,3,812.1,2025-01-27,Nam
D04878,KH23,Giay the thao,Thoi trang,3,54.3,2024-06-03,Bac
D04879,KH38,Tai nghe,Dien tu,3,41.3,2024-04-28,Trung
D04880,KH38,Dien thoai,Dien tu,3,806.1,2024-10-18,Trung
D04881,KH18,May xay,Gia dung,1,39.3,2024-05-12,Trung
D04882,KH31,May xay,Gia dung,9,41.7,2025-02-01,Nam
D04883,KH03,May xay,Gia dung,5,40.8,2025-01-24,Bac
D04884,KH31,Noi com dien,Gia dung,1,51.0,2024-08-30,Nam
D04885,KH33,Ao thun,Thoi trang,9,13.7,2024-08-25,Nam
D04886,KH30,Sach Python,Sach,6,19.4,2024-07-11,Bac
D04887,KH26,Ao thun,Thoi trang,7,12.3,2024-10-16,Trung
D04888,KH33,May xay,Gia dung,7,40.9,2024-11-17,Trung
D04889,KH14,Sach Spark,Sach,3,26.3,2024-05-11,Nam
D04890,KH14,May xay,Gia dung,6,41.8,2024-06-30,Bac
D04891,KH15,Quan jean,Thoi trang,2,35.1,2024-09-16,Bac
D04892,KH30,Sach Spark,Sach,1,23.9,2024-09-13,Nam
D04893,KH40,Dien thoai,Dien tu,3,738.2,2024-08-18,Bac
D04894,KH26,Laptop,Dien tu,3,1463.3,2025-01-06,Bac
D04895,KH02,Laptop,Dien tu,3,1463.4,2024-03-30,Bac
D04896,KH36,Giay the thao,Thoi trang,11,65.8,2024-10-05,Bac
D04897,KH31,Sach Spark,Sach,10,24.0,2024-04-10,Nam
D04898,KH26,Laptop,Dien tu,3,1646.3,2024-12-19,Bac
D04899,KH21,Sach Spark,Sach,11,25.6,2024-06-28,Bac
D04900,KH22,Ao thun,Thoi trang,5,13.2,2024-10-01,Nam
