ma_kh,tuoi,thu_nhap,chi_tieu,nghe_nghiep,thanh_pho,so_don_hang,diem_chi_tieu
KH19407,18.0,12.2,7.7,giao_vien,Can Tho,1,51.0
KH19408,49.0,34.3,13.3,nhan_vien,TP HCM,3,34.0
KH19409,47.0,18.7,15.3,kinh_doanh,Ha Noi,0,91.0
KH19410,39.0,24.3,13.1,kinh_doanh,TP HCM,2,56.0
KH19411,32.0,11.3,4.1,kinh_doanh,Hai Phong,2,43.0
KH19412,26.0,24.3,14.4,ky_su,TP HCM,4,51.0
KH19413,53.0,15.6,7.4,nhan_vien,Ha Noi,3,47.0
KH19414,53.0,54.6,27.3,kinh_doanh,Can Tho,5,59.0
KH19415,59.0,26.2,12.0,ky_su,Ha Noi,4,37.0
KH19416,32.0,8.6,4.9,nhan_vien,TP HCM,1,66.0
KH19417,48.0,2.8,3.9,sinh_vien,Ha Noi,0,100.0
KH19418,31.0,12.6,2.5,nhan_vien,Da Nang,0,20.0
KH19419,31.0,23.9,19.2,ky_su,Hai Phong,5,93.0
KH19420,42.0,15.5,12.8,giao_vien,Ha Noi,5,68.0
KH19421,20.0,19.4,9.0,bac_si,TP HCM,2,42.0
KH19422,53.0,5.4,0.5,sinh_vien,TP HCM,0,10.0
KH19423,42.0,16.8,13.8,ky_su,TP HCM,1,77.0
KH19424,31.0,33.4,25.4,ky_su,TP HCM,8,73.0
KH19425,35.0,31.8,17.4,ky_su,TP HCM,5,58.0
KH19426,38.0,16.5,8.3,nhan_vien,Ha Noi,4,52.0
KH19427,56.0,15.5,13.1,giao_vien,Ha Noi,2,81.0
KH19428,29.0,15.8,12.8,giao_vien,Ha Noi,6,75.0
KH19429,19.0,51.4,21.2,kinh_doanh,TP HCM,5,48.0
KH19430,39.0,25.5,11.8,nhan_vien,Ha Noi,2,50.0
KH19431,39.0,12.9,6.4,nhan_vien,TP HCM,1,59.0
KH19432,40.0,27.6,18.3,ky_su,Can Tho,6,71.0
KH19433,26.0,46.7,39.8,nhan_vien,Ha Noi,10,79.0
KH19434,39.0,21.5,10.0,bac_si,Can Tho,1,45.0
KH19435,46.0,5.7,3.9,nhan_vien,Ha Noi,2,74.0
KH19436,40.0,13.3,7.8,ky_su,TP HCM,5,61.0
KH19437,36.0,7.5,6.8,giao_vien,Can Tho,1,92.0
KH19438,29.0,16.1,12.7,bac_si,Ha Noi,3,64.0
KH19439,66.0,4.8,0.5,sinh_vien,Ha Noi,1,9.0
KH19440,18.0,12.2,9.7,giao_vien,TP HCM,3,68.0
KH19441,45.0,17.8,10.8,nhan_vien,Ha Noi,1,58.0
KH19442,32.0,21.2,8.0,nhan_vien,Da Nang,2,30.0
KH19443,32.0,25.2,18.7,ky_su,TP HCM,3,68.0
KH19444,30.0,3.4,1.4,sinh_vien,TP HCM,0,34.0
KH19445,30.0,29.6,21.2,ky_su,TP HCM,4,61.0
KH19446,31.0,25.9,10.9,kinh_doanh,TP HCM,3,45.0
KH19447,25.0,15.6,6.5,giao_vien,Can Tho,0,37.0
KH19448,36.0,18.3,18.8,ky_su,Ha Noi,1,99.0
KH19449,32.0,17.3,8.6,nhan_vien,TP HCM,4,42.0
KH19450,27.0,10.2,4.5,nhan_vien,Ha Noi,1,48.0
KH19451,29.0,30.5,12.7,ky_su,Ha Noi,2,47.0
KH19452,29.0,21.8,15.5,nhan_vien,TP HCM,5,73.0
KH19453,32.0,22.0,8.3,ky_su,Da Nang,3,35.0
KH19454,38.0,61.1,22.9,kinh_doanh,Ha Noi,7,45.0
KH19455,26.0,32.8,10.2,nhan_vien,Can Tho,1,30.0
KH19456,21.0,12.0,6.1,nhan_vien,TP HCM,2,42.0
KH19457,54.0,8.4,7.4,sinh_vien,TP HCM,3,84.0
KH19458,30.0,11.8,4.5,giao_vien,Can Tho,1,44.0
KH19459,18.0,47.0,30.3,ky_su,Hai Phong,10,75.0
KH19460,31.0,12.9,9.7,kinh_doanh,Da Nang,1,79.0
KH19461,50.0,41.6,33.7,bac_si,TP HCM,8,71.0
KH19462,55.0,8.4,5.0,sinh_vien,TP HCM,2,70.0
KH19463,57.0,9.7,2.4,nhan_vien,Ha Noi,0,27.0
KH19464,24.0,13.3,7.1,nhan_vien,Ha Noi,3,64.0
KH19465,32.0,11.9,5.8,kinh_doanh,Ha Noi,1,42.0
KH19466,45.0,13.9,7.1,ky_su,Ha Noi,2,41.0
KH19467,33.0,21.2,7.2,nhan_vien,Ha Noi,3,38.0
KH19468,40.0,32.6,24.7,nhan_vien,Ha Noi,7,86.0
KH19469,42.0,11.7,4.9,giao_vien,TP HCM,0,46.0
KH19470,34.0,3.9,1.6,sinh_vien,TP HCM,0,35.0
KH19471,29.0,30.3,19.7,ky_su,Ha Noi,3,66.0
KH19472,36.0,21.7,10.8,kinh_doanh,Da Nang,2,40.0
KH19473,35.0,15.5,10.0,kinh_doanh,Da Nang,2,53.0
KH19474,46.0,22.8,12.1,ky_su,Ha Noi,5,60.0
KH19475,40.0,21.0,17.0,nhan_vien,Da Nang,5,74.0
KH19476,34.0,15.7,10.7,nhan_vien,TP HCM,4,67.0
KH19477,36.0,24.4,17.6,nhan_vien,Ha Noi,2,86.0
KH19478,47.0,24.7,9.2,bac_si,TP HCM,1,38.0
KH19479,52.0,19.5,10.1,kinh_doanh,Ha Noi,5,47.0
KH19480,27.0,20.8,18.4,kinh_doanh,Da Nang,8,83.0
KH19481,38.0,17.6,10.9,kinh_doanh,Da Nang,1,66.0
KH19482,47.0,32.2,19.0,kinh_doanh,Ha Noi,5,49.0
KH19483,48.0,20.2,17.2,ky_su,TP HCM,6,76.0
KH19484,52.0,19.3,9.1,kinh_doanh,TP HCM,1,42.0
KH19485,49.0,2.8,0.5,sinh_vien,Ha Noi,0,17.0
KH19486,25.0,16.8,8.7,kinh_doanh,Ha Noi,0,47.0
KH19487,33.0,73.2,59.0,ky_su,TP HCM,22,69.0
KH19488,37.0,9.4,6.4,giao_vien,Ha Noi,1,80.0
KH19489,44.0,35.9,24.6,ky_su,Da Nang,6,62.0
KH19490,31.0,19.0,16.9,bac_si,Can Tho,2,100.0
KH19491,48.0,15.2,9.9,giao_vien,Ha Noi,1,56.0
KH19492,49.0,49.9,30.3,ky_su,TP HCM,2,54.0
KH19493,40.0,27.1,23.7,nhan_vien,TP HCM,9,92.0
KH19494,32.0,17.5,12.6,ky_su,TP HCM,3,71.0
KH19495,26.0,15.1,8.3,ky_su,Can Tho,3,49.0
KH19496,18.0,11.7,8.6,sinh_vien,TP HCM,3,65.0
KH19497,41.0,12.8,8.8,nhan_vien,Ha Noi,2,56.0
KH19498,49.0,40.5,30.0,bac_si,Can Tho,6,63.0
KH19499,21.0,13.8,9.0,nhan_vien,Da Nang,3,66.0
KH19500,28.0,36.6,30.0,kinh_doanh,Ha Noi,6,69.0
KH19501,37.0,24.7,8.8,bac_si,Ha Noi,1,39.0
KH19502,40.0,53.8,41.6,ky_su,Ha Noi,14,73.0
KH19503,23.0,7.8,5.4,nhan_vien,Ha Noi,1,68.0
KH19504,18.0,16.3,7.3,ky_su,Da Nang,0,38.0
KH19505,32.0,25.4,17.4,ky_su,TP HCM,7,63.0
KH19506,40.0,4.1,1.5,sinh_vien,TP HCM,0,30.0
KH19507,40.0,18.8,12.8,kinh_doanh,Ha Noi,3,70.0
KH19508,23.0,36.0,20.5,ky_su,Da Nang,4,66.0
KH19509,28.0,10.2,7.6,sinh_vien,Hai Phong,0,82.0
KH19510,51.0,15.8,8.8,ky_su,Da Nang,3,51.0
KH19511,39.0,4.1,4.6,sinh_vien,TP HCM,3,100.0
KH19512,52.0,8.0,6.5,nhan_vien,Can Tho,0,89.0
KH19513,30.0,15.7,13.4,nhan_vien,Da Nang,4,74.0
KH19514,26.0,11.3,3.4,nhan_vien,Ha Noi,1,26.0
KH19515,24.0,4.3,2.4,nhan_vien,TP HCM,1,64.0
KH19516,57.0,52.3,24.6,giao_vien,Ha Noi,7,49.0
KH19517,38.0,11.9,6.7,ky_su,Can Tho,3,57.0
KH19518,33.0,17.5,10.1,ky_su,Can Tho,4,67.0
KH19519,56.0,20.2,7.6,nhan_vien,Ha Noi,0,34.0
KH19520,21.0,28.6,21.2,ky_su,Ha Noi,10,66.0
KH19521,33.0,28.4,19.6,giao_vien,Can Tho,6,60.0
KH19522,40.0,21.5,14.5,ky_su,Ha Noi,2,77.0
KH19523,37.0,18.1,7.9,nhan_vien,TP HCM,3,41.0
KH19524,46.0,14.0,10.3,kinh_doanh,Ha Noi,4,88.0
KH19525,35.0,32.4,28.1,kinh_doanh,TP HCM,6,85.0
KH19526,26.0,6.2,5.1,nhan_vien,Ha Noi,2,77.0
KH19527,38.0,111.5,67.9,bac_si,Hai Phong,15,53.0
KH19528,44.0,5.9,2.0,sinh_vien,Ha Noi,0,39.0
KH19529,38.0,24.9,9.2,nhan_vien,Ha Noi,2,43.0
KH19530,28.0,19.3,16.9,giao_vien,Ha Noi,3,100.0
KH19531,59.0,43.3,19.2,ky_su,TP HCM,4,46.0
KH19532,50.0,12.2,7.4,bac_si,TP HCM,3,51.0
KH19533,32.0,14.7,6.7,ky_su,TP HCM,2,50.0
KH19534,21.0,12.5,10.5,nhan_vien,TP HCM,3,87.0
KH19535,32.0,28.1,17.2,kinh_doanh,TP HCM,3,71.0
KH19536,51.0,4.8,3.6,sinh_vien,Hai Phong,0,62.0
KH19537,42.0,13.6,7.7,kinh_doanh,Hai Phong,1,64.0
KH19538,18.0,23.2,16.5,kinh_doanh,TP HCM,5,69.0
KH19539,37.0,16.7,12.8,ky_su,Da Nang,0,79.0
KH19540,31.0,11.1,10.0,nhan_vien,Ha Noi,1,83.0
KH19541,50.0,22.0,8.9,ky_su,Ha Noi,3,47.0
KH19542,23.0,12.9,7.8,ky_su,TP HCM,1,66.0
KH19543,37.0,37.7,32.6,bac_si,TP HCM,5,78.0
KH19544,38.0,37.8,20.5,ky_su,Ha Noi,5,55.0
KH19545,38.0,12.5,7.3,nhan_vien,Da Nang,1,67.0
KH19546,28.0,11.7,7.9,nhan_vien,Can Tho,1,79.0
KH19547,35.0,18.7,14.7,ky_su,TP HCM,4,78.0
KH19548,28.0,20.3,17.7,bac_si,TP HCM,4,74.0
KH19549,57.0,11.5,8.3,giao_vien,Da Nang,2,64.0
KH19550,56.0,26.9,15.3,nhan_vien,Da Nang,4,51.0
KH19551,43.0,18.3,14.5,ky_su,Ha Noi,3,67.0
KH19552,23.0,18.0,14.2,nhan_vien,TP HCM,1,87.0
KH19553,55.0,6.1,3.0,sinh_vien,Hai Phong,0,58.0
KH19554,31.0,12.0,7.7,giao_vien,Ha Noi,0,63.0
KH19555,39.0,4.4,1.2,sinh_vien,Ha Noi,0,22.0
KH19556,44.0,18.0,10.1,nhan_vien,Ha Noi,5,62.0
KH19557,18.0,25.1,14.4,ky_su,Ha Noi,7,67.0
KH19558,43.0,19.4,10.1,nhan_vien,Ha Noi,3,48.0
KH19559,41.0,13.9,4.8,giao_vien,Da Nang,0,31.0
KH19560,48.0,24.2,16.8,kinh_doanh,TP HCM,5,83.0
KH19561,30.0,4.6,1.7,sinh_vien,Ha Noi,0,37.0
KH19562,36.0,14.9,7.9,kinh_doanh,Hai Phong,1,45.0
KH19563,57.0,11.4,5.6,nhan_vien,TP HCM,1,49.0
KH19564,36.0,32.7,24.1,ky_su,Can Tho,4,81.0
KH19565,18.0,20.1,8.0,kinh_doanh,Ha Noi,1,36.0
KH19566,41.0,18.3,10.7,nhan_vien,TP HCM,1,50.0
KH19567,40.0,14.1,6.1,ky_su,Ha Noi,2,52.0
KH19568,48.0,11.4,8.8,bac_si,TP HCM,1,78.0
KH19569,42.0,7.5,7.1,sinh_vien,Da Nang,1,85.0
KH19570,18.0,32.6,26.4,kinh_doanh,TP HCM,5,93.0
KH19571,41.0,29.9,19.1,ky_su,Ha Noi,6,53.0
KH19572,48.0,21.7,7.5,giao_vien,Hai Phong,1,40.0
KH19573,25.0,8.6,3.7,giao_vien,Ha Noi,3,41.0
KH19574,34.0,16.0,8.7,giao_vien,TP HCM,5,47.0
KH19575,18.0,18.5,10.8,bac_si,Ha Noi,5,59.0
KH19576,42.0,48.1,17.3,kinh_doanh,TP HCM,8,33.0
KH19577,33.0,9.1,4.4,nhan_vien,Ha Noi,1,50.0
KH19578,48.0,11.5,8.4,nhan_vien,Da Nang,3,70.0
KH19579,56.0,5.4,3.1,giao_vien,TP HCM,1,55.0
KH19580,27.0,20.4,13.3,ky_su,Da Nang,3,63.0
KH19581,47.0,11.8,4.4,kinh_doanh,TP HCM,0,33.0
KH19582,51.0,15.5,13.6,bac_si,TP HCM,4,98.0
KH19583,30.0,6.3,4.0,giao_vien,Ha Noi,0,63.0
KH19584,41.0,57.9,27.5,kinh_doanh,Can Tho,7,42.0
KH19585,18.0,42.0,36.7,bac_si,TP HCM,11,92.0
KH19586,28.0,8.4,6.8,nhan_vien,TP HCM,1,97.0
KH19587,28.0,54.2,39.6,kinh_doanh,TP HCM,11,84.0
KH19588,26.0,2.6,0.5,sinh_vien,Ha Noi,0,19.0
KH19589,38.0,9.0,7.2,sinh_vien,Ha Noi,3,90.0
KH19590,43.0,10.9,5.8,nhan_vien,Can Tho,3,63.0
KH19591,26.0,20.1,12.7,nhan_vien,TP HCM,0,64.0
KH19592,32.0,23.4,17.7,ky_su,Can Tho,3,82.0
KH19593,35.0,19.4,8.2,ky_su,TP HCM,4,38.0
KH19594,37.0,20.4,14.4,ky_su,Hai Phong,3,57.0
KH19595,46.0,14.4,5.3,nhan_vien,Ha Noi,1,36.0
KH19596,39.0,11.3,8.0,sinh_vien,Ha Noi,0,61.0
KH19597,54.0,11.5,7.2,giao_vien,TP HCM,4,55.0
KH19598,44.0,5.9,1.7,nhan_vien,Hai Phong,0,26.0
KH19599,38.0,18.5,11.7,nhan_vien,Ha Noi,6,74.0
KH19600,28.0,25.0,13.7,kinh_doanh,Ha Noi,4,49.0
KH19601,31.0,6.4,3.1,sinh_vien,Hai Phong,0,49.0
KH19602,51.0,5.6,5.7,sinh_vien,Ha Noi,1,100.0
KH19603,32.0,15.2,5.9,kinh_doanh,TP HCM,1,37.0
KH19604,41.0,11.9,7.6,nhan_vien,TP HCM,3,61.0
KH19605,36.0,25.3,17.6,nhan_vien,TP HCM,5,66.0
KH19606,42.0,49.0,26.2,kinh_doanh,Ha Noi,5,50.0
KH19607,52.0,16.8,10.6,nhan_vien,Ha Noi,2,70.0
KH19608,26.0,48.8,30.0,bac_si,TP HCM,5,61.0
KH19609,27.0,16.4,8.2,nhan_vien,Da Nang,2,57.0
KH19610,33.0,16.0,7.3,ky_su,Da Nang,1,47.0
KH19611,30.0,18.2,8.3,giao_vien,Ha Noi,1,45.0
KH19612,35.0,14.3,11.7,giao_vien,Ha Noi,2,83.0
KH19613,32.0,26.7,17.8,ky_su,TP HCM,7,76.0
KH19614,39.0,11.6,8.6,nhan_vien,Ha Noi,3,87.0
KH19615,37.0,17.6,8.7,kinh_doanh,TP HCM,1,56.0
KH19616,41.0,19.1,16.5,kinh_doanh,Ha Noi,4,72.0
KH19617,32.0,5.2,3.5,nhan_vien,Ha Noi,0,80.0
KH19618,34.0,33.9,18.2,ky_su,Ha Noi,2,61.0
KH19619,39.0,24.3,9.2,bac_si,Da Nang,2,43.0
KH19620,26.0,48.4,31.3,kinh_doanh,Can Tho,13,77.0
KH19621,45.0,17.6,9.2,ky_su,Da Nang,5,48.0
KH19622,49.0,8.0,3.3,nhan_vien,Ha Noi,1,47.0
KH19623,28.0,24.1,13.0,kinh_doanh,TP HCM,2,54.0
KH19624,31.0,20.2,15.0,nhan_vien,Ha Noi,4,86.0
KH19625,39.0,48.8,30.0,nhan_vien,Ha Noi,7,65.0
KH19626,31.0,19.3,10.2,ky_su,Hai Phong,0,47.0
KH19627,51.0,16.0,8.8,giao_vien,TP HCM,3,45.0
KH19628,37.0,15.8,5.0,ky_su,TP HCM,1,30.0
KH19629,48.0,17.5,9.7,nhan_vien,TP HCM,4,59.0
KH19630,38.0,50.2,39.4,kinh_doanh,Ha Noi,9,89.0
KH19631,32.0,4.1,1.5,sinh_vien,TP HCM,0,31.0
KH19632,51.0,37.0,29.7,bac_si,Ha Noi,5,90.0
KH19633,40.0,15.6,5.8,kinh_doanh,Da Nang,2,37.0
KH19634,20.0,24.0,9.5,giao_vien,Ha Noi,7,32.0
KH19635,43.0,19.5,16.6,nhan_vien,TP HCM,6,70.0
KH19636,35.0,13.6,7.9,giao_vien,Ha Noi,0,48.0
KH19637,44.0,29.5,11.9,nhan_vien,TP HCM,2,36.0
KH19638,36.0,16.9,12.1,nhan_vien,Can Tho,1,84.0
KH19639,26.0,21.1,16.6,ky_su,Hai Phong,5,70.0
KH19640,30.0,11.0,6.1,ky_su,Hai Phong,1,66.0
KH19641,28.0,10.4,3.3,nhan_vien,TP HCM,0,27.0
KH19642,38.0,10.5,2.6,kinh_doanh,Hai Phong,0,20.0
KH19643,46.0,28.5,9.1,nhan_vien,TP HCM,6,31.0
KH19644,49.0,18.2,10.9,nhan_vien,TP HCM,2,56.0
KH19645,48.0,8.3,8.2,nhan_vien,Ha Noi,0,100.0
KH19646,18.0,26.2,18.5,nhan_vien,TP HCM,1,73.0
KH19647,36.0,24.9,18.9,kinh_doanh,TP HCM,9,90.0
KH19648,35.0,14.1,7.1,kinh_doanh,TP HCM,3,49.0
KH19649,39.0,25.0,18.2,kinh_doanh,Can Tho,6,77.0
KH19650,51.0,19.6,4.7,kinh_doanh,Ha Noi,3,29.0
KH19651,48.0,12.0,5.0,nhan_vien,Hai Phong,0,35.0
KH19652,43.0,18.6,16.4,nhan_vien,Da Nang,5,72.0
KH19653,50.0,8.9,4.3,nhan_vien,TP HCM,2,54.0
KH19654,26.0,25.0,12.1,bac_si,Ha Noi,1,49.0
KH19655,36.0,9.3,7.9,nhan_vien,Da Nang,1,100.0
KH19656,19.0,8.4,3.1,giao_vien,TP HCM,2,35.0
KH19657,20.0,15.4,8.8,nhan_vien,Da Nang,0,61.0
KH19658,54.0,18.5,11.0,nhan_vien,Hai Phong,1,52.0
KH19659,23.0,9.4,7.7,giao_vien,TP HCM,0,81.0
KH19660,45.0,13.1,9.1,sinh_vien,TP HCM,1,75.0
KH19661,24.0,13.2,9.2,kinh_doanh,Da Nang,3,61.0
KH19662,35.0,6.8,5.4,nhan_vien,Ha Noi,0,92.0
KH19663,36.0,33.2,25.3,kinh_doanh,Hai Phong,8,72.0
KH19664,37.0,13.5,3.0,ky_su,TP HCM,0,26.0
KH19665,18.0,14.6,12.7,nhan_vien,TP HCM,3,100.0
KH19666,43.0,8.9,2.8,sinh_vien,TP HCM,0,37.0
KH19667,19.0,25.0,14.7,bac_si,TP HCM,2,58.0
KH19668,43.0,7.8,5.6,giao_vien,TP HCM,2,64.0
KH19669,39.0,13.5,6.8,ky_su,Ha Noi,0,53.0
KH19670,60.0,15.4,6.6,nhan_vien,Ha Noi,3,51.0
KH19671,37.0,20.9,6.6,ky_su,TP HCM,5,28.0
KH19672,26.0,2.5,3.3,sinh_vien,TP HCM,0,100.0
KH19673,40.0,13.3,5.4,kinh_doanh,TP HCM,0,40.0
KH19674,32.0,33.7,26.2,ky_su,Ha Noi,7,78.0
KH19675,30.0,35.0,13.6,bac_si,Hai Phong,6,41.0
KH19676,37.0,36.8,14.8,ky_su,TP HCM,6,39.0
KH19677,55.0,12.7,6.7,giao_vien,TP HCM,1,48.0
KH19678,25.0,5.0,0.9,nhan_vien,TP HCM,1,15.0
KH19679,33.0,8.3,1.3,nhan_vien,TP HCM,0,15.0
KH19680,31.0,31.6,13.9,ky_su,TP HCM,5,42.0
KH19681,30.0,18.6,14.7,giao_vien,Ha Noi,3,75.0
KH19682,49.0,21.2,15.6,ky_su,Ha Noi,5,61.0
KH19683,50.0,9.6,1.1,nhan_vien,TP HCM,0,9.0
KH19684,29.0,17.9,6.9,nhan_vien,Ha Noi,2,31.0
KH19685,37.0,23.4,17.8,ky_su,TP HCM,3,80.0
KH19686,30.0,5.0,1.1,sinh_vien,Can Tho,1,24.0
KH19687,48.0,98.0,54.8,ky_su,Ha Noi,8,50.0
KH19688,18.0,38.2,15.9,ky_su,TP HCM,2,43.0
KH19689,62.0,7.5,5.4,giao_vien,TP HCM,1,77.0
KH19690,24.0,12.8,7.7,nhan_vien,TP HCM,3,65.0
KH19691,29.0,6.7,3.5,nhan_vien,TP HCM,1,53.0
KH19692,40.0,9.2,5.0,ky_su,Ha Noi,2,65.0
KH19693,22.0,26.9,12.1,ky_su,Da Nang,2,47.0
KH19694,48.0,37.7,19.2,kinh_doanh,TP HCM,7,57.0
KH19695,47.0,54.1,32.4,ky_su,TP HCM,7,49.0
KH19696,37.0,11.3,11.3,nhan_vien,TP HCM,2,100.0
KH19697,50.0,19.0,6.3,nhan_vien,TP HCM,0,36.0
KH19698,61.0,32.3,13.5,ky_su,TP HCM,5,38.0
KH19699,41.0,29.2,20.8,bac_si,Ha Noi,3,81.0
KH19700,38.0,13.8,8.8,nhan_vien,TP HCM,3,55.0
KH19701,45.0,19.6,8.0,ky_su,Ha Noi,2,38.0
KH19702,43.0,8.9,5.3,giao_vien,Da Nang,2,69.0
KH19703,45.0,59.0,28.0,bac_si,TP HCM,8,43.0
KH19704,31.0,6.0,4.0,sinh_vien,Can Tho,0,74.0
KH19705,36.0,13.2,7.5,sinh_vien,Ha Noi,3,63.0
KH19706,46.0,15.2,6.2,giao_vien,TP HCM,1,43.0
KH19707,33.0,4.1,4.3,sinh_vien,Ha Noi,1,100.0
KH19708,47.0,12.3,7.5,nhan_vien,TP HCM,2,53.0
KH19709,35.0,16.4,6.4,nhan_vien,TP HCM,3,43.0
KH19710,34.0,30.8,23.8,ky_su,Hai Phong,12,71.0
KH19711,34.0,13.2,7.0,ky_su,TP HCM,0,46.0
KH19712,27.0,17.8,12.8,kinh_doanh,Can Tho,1,84.0
KH19713,41.0,34.2,22.4,bac_si,Ha Noi,6,54.0
KH19714,41.0,19.5,8.0,nhan_vien,TP HCM,2,47.0
KH19715,18.0,25.7,17.0,ky_su,Ha Noi,8,72.0
KH19716,44.0,12.3,3.2,kinh_doanh,Da Nang,2,22.0
KH19717,53.0,32.8,25.7,kinh_doanh,TP HCM,6,87.0
KH19718,40.0,33.7,17.9,ky_su,Ha Noi,8,49.0
KH19719,25.0,27.9,15.5,kinh_doanh,Ha Noi,1,49.0
KH19720,28.0,21.4,12.0,nhan_vien,Can Tho,5,50.0
KH19721,19.0,10.2,9.5,nhan_vien,TP HCM,5,87.0
KH19722,39.0,6.1,1.2,nhan_vien,Ha Noi,0,22.0
KH19723,25.0,39.1,22.9,giao_vien,Can Tho,7,66.0
KH19724,42.0,16.1,8.8,nhan_vien,Can Tho,5,54.0
KH19725,42.0,9.0,6.4,nhan_vien,TP HCM,1,64.0
KH19726,40.0,16.7,4.6,ky_su,Hai Phong,3,27.0
KH19727,35.0,22.0,20.6,giao_vien,Can Tho,2,100.0
KH19728,50.0,8.1,5.6,giao_vien,Can Tho,2,68.0
KH19729,60.0,12.9,8.3,bac_si,TP HCM,1,62.0
KH19730,22.0,11.3,10.3,sinh_vien,Ha Noi,1,99.0
KH19731,32.0,12.3,8.6,nhan_vien,Da Nang,2,78.0
KH19732,45.0,12.3,8.7,giao_vien,Hai Phong,2,70.0
KH19733,37.0,10.2,4.0,nhan_vien,Hai Phong,1,34.0
KH19734,41.0,3.6,0.5,sinh_vien,Hai Phong,0,14.0
KH19735,49.0,19.3,13.5,ky_su,TP HCM,3,57.0
KH19736,47.0,24.4,16.4,ky_su,TP HCM,6,55.0
KH19737,28.0,28.2,9.4,ky_su,Da Nang,3,39.0
KH19738,53.0,15.2,6.2,giao_vien,TP HCM,1,37.0
KH19739,60.0,22.5,12.1,ky_su,Ha Noi,6,52.0
KH19740,35.0,13.5,10.1,bac_si,Ha Noi,2,63.0
KH19741,67.0,22.6,11.6,kinh_doanh,TP HCM,7,52.0
KH19742,18.0,18.1,8.4,nhan_vien,Hai Phong,0,37.0
KH19743,48.0,36.5,18.7,ky_su,Hai Phong,7,46.0
KH19744,18.0,21.0,9.6,ky_su,Hai Phong,1,37.0
KH19745,47.0,17.6,14.2,bac_si,Ha Noi,6,91.0
KH19746,30.0,32.9,24.0,kinh_doanh,Da Nang,6,64.0
KH19747,48.0,8.0,4.0,nhan_vien,TP HCM,2,54.0
KH19748,18.0,19.1,9.4,nhan_vien,Hai Phong,1,56.0
KH19749,31.0,22.8,12.1,bac_si,Ha Noi,1,55.0
KH19750,25.0,8.5,4.7,kinh_doanh,Hai Phong,1,48.0
KH19751,51.0,9.7,9.4,giao_vien,Ha Noi,2,100.0
KH19752,18.0,26.3,13.0,ky_su,TP HCM,2,41.0
KH19753,18.0,17.0,11.6,ky_su,TP HCM,4,66.0
KH19754,36.0,11.6,4.9,nhan_vien,Can Tho,1,35.0
KH19755,33.0,25.9,15.9,ky_su,Ha Noi,4,71.0
KH19756,36.0,6.7,2.9,sinh_vien,Ha Noi,1,46.0
KH19757,34.0,2.7,2.8,sinh_vien,TP HCM,0,89.0
KH19758,41.0,6.1,2.4,sinh_vien,TP HCM,0,41.0
KH19759,53.0,5.0,2.1,giao_vien,TP HCM,0,38.0
KH19760,41.0,7.6,2.3,sinh_vien,Da Nang,0,34.0
KH19761,18.0,25.1,11.3,giao_vien,Can Tho,2,42.0
KH19762,33.0,16.3,8.9,nhan_vien,Ha Noi,3,58.0
KH19763,38.0,9.4,7.2,giao_vien,Ha Noi,2,65.0
KH19764,37.0,10.0,6.2,giao_vien,TP HCM,1,69.0
KH19765,31.0,4.0,3.3,sinh_vien,TP HCM,2,82.0
KH19766,28.0,14.1,6.6,nhan_vien,Hai Phong,4,38.0
KH19767,54.0,23.8,20.5,ky_su,Ha Noi,5,100.0
KH19768,39.0,18.3,9.3,giao_vien,Can Tho,2,55.0
KH19769,27.0,19.4,5.6,bac_si,TP HCM,0,27.0
KH19770,34.0,20.6,8.1,ky_su,Da Nang,1,43.0
KH19771,24.0,11.6,7.3,giao_vien,TP HCM,1,63.0
KH19772,23.0,49.0,38.1,ky_su,Ha Noi,20,63.0
KH19773,21.0,54.3,27.0,kinh_doanh,Ha Noi,14,58.0
KH19774,35.0,37.5,28.8,bac_si,TP HCM,7,69.0
KH19775,27.0,20.9,13.1,nhan_vien,Hai Phong,2,66.0
KH19776,44.0,18.6,14.0,nhan_vien,Can Tho,3,72.0
KH19777,34.0,18.8,16.8,giao_vien,Da Nang,5,74.0
KH19778,35.0,15.2,9.8,nhan_vien,Hai Phong,2,53.0
KH19779,51.0,18.8,7.5,giao_vien,TP HCM,4,39.0
KH19780,46.0,16.4,13.0,bac_si,TP HCM,4,74.0
KH19781,25.0,12.0,7.8,nhan_vien,TP HCM,1,52.0
KH19782,29.0,11.7,4.8,nhan_vien,Ha Noi,1,38.0
KH19783,43.0,17.4,5.6,nhan_vien,Can Tho,0,38.0
KH19784,24.0,12.7,10.6,giao_vien,TP HCM,4,92.0
KH19785,45.0,11.7,6.8,giao_vien,Ha Noi,3,59.0
KH19786,29.0,21.4,15.9,giao_vien,TP HCM,4,74.0
KH19787,45.0,16.8,9.4,nhan_vien,Hai Phong,2,62.0
KH19788,35.0,29.2,13.6,ky_su,Hai Phong,3,43.0
KH19789,44.0,13.1,10.4,ky_su,Ha Noi,2,80.0
KH19790,32.0,16.5,15.1,giao_vien,Can Tho,4,74.0
KH19791,45.0,13.9,9.7,kinh_doanh,Can Tho,3,70.0
KH19792,18.0,28.1,6.9,nhan_vien,Hai Phong,3,25.0
KH19793,46.0,30.8,23.6,bac_si,TP HCM,5,83.0
KH19794,31.0,12.4,4.2,kinh_doanh,Ha Noi,0,30.0
KH19795,43.0,21.9,8.5,kinh_doanh,Ha Noi,2,35.0
